fecha,hora,maceta,humedad_raw_1,humedad_raw_2,humedad_pct_1,humedad_pct_2,humedad_pct_promedio,lux,dli_acumulado,temperatura_c,humedad_ambiente_pct,luz_encendida,ventilador_encendido,riego_pendiente,alertas
2026-04-12,19:00:00,maceta2,138.0,142.0,59.1,56.7,57.9,11.3,13.8031,19.1,58.4,0,0,0,
2026-04-12,20:00:00,maceta1,135.0,135.0,60.3,60.6,60.4,26.4,13.5774,16.6,63.1,0,0,0,
2026-04-12,20:00:00,maceta2,138.0,143.0,59.0,56.5,57.7,21.9,13.8071,18.9,50.5,0,0,0,
2026-04-12,21:00:00,maceta1,136.0,135.0,60.2,60.4,60.3,3.1,13.5779,18.2,55.9,0,0,0,
2026-04-12,21:00:00,maceta2,138.0,143.0,58.7,56.3,57.5,24.9,13.8118,20.6,68.1,0,0,0,
2026-04-12,22:00:00,maceta1,136.0,136.0,60.0,60.2,60.1,20.5,13.5817,17.3,72.8,0,0,0,
2026-04-12,22:00:00,maceta2,139.0,143.0,58.5,56.2,57.4,1.0,13.8119,16.5,63.0,0,0,0,
2026-04-12,23:00:00,maceta1,136.0,136.0,59.8,60.0,59.9,4.0,13.5825,16.9,68.8,0,0,0,
2026-04-12,23:00:00,maceta2,139.0,144.0,58.4,55.9,57.2,19.1,13.8155,12.3,71.5,0,0,0,
2026-04-13,00:00:00,maceta1,137.0,136.0,59.6,59.8,59.7,19.9,0.0037,14.8,75.5,0,0,0,
2026-04-13,00:00:00,maceta2,139.0,144.0,58.2,55.7,56.9,22.4,0.0041,15.6,61.9,0,0,0,
2026-04-13,01:00:00,maceta1,137.0,137.0,59.3,59.5,59.4,21.6,0.0077,11.4,69.2,0,0,0,
2026-04-13,01:00:00,maceta2,140.0,144.0,57.9,55.5,56.7,19.8,0.0078,15.4,72.0,0,0,0,
2026-04-13,02:00:00,maceta1,138.0,137.0,59.2,59.3,59.2,23.0,0.0119,13.7,78.2,0,0,0,
2026-04-13,02:00:00,maceta2,140.0,145.0,57.7,55.4,56.5,17.3,0.011,12.5,87.2,0,0,0,
2026-04-13,03:00:00,maceta1,138.0,138.0,59.0,59.1,59.1,7.8,0.0134,13.9,73.9,0,0,0,
2026-04-13,03:00:00,maceta2,141.0,145.0,57.4,55.2,56.3,27.4,0.0161,16.4,68.0,0,0,0,
2026-04-13,04:00:00,maceta1,138.0,138.0,58.8,59.0,58.9,0.5,0.0135,13.4,76.7,0,0,0,
2026-04-13,04:00:00,maceta2,141.0,146.0,57.2,55.0,56.1,11.0,0.0181,13.5,81.3,0,0,0,
2026-04-13,05:00:00,maceta1,138.0,138.0,58.7,58.8,58.7,21.9,0.0175,13.0,74.2,0,0,0,
2026-04-13,05:00:00,maceta2,142.0,146.0,57.0,54.8,55.9,12.8,0.0205,12.4,69.1,0,0,0,
2026-04-13,06:00:00,maceta1,139.0,139.0,58.5,58.6,58.5,6160.5,1.1572,15.7,76.9,1,0,0,
2026-04-13,06:00:00,maceta2,142.0,146.0,56.9,54.6,55.7,6025.3,1.1351,13.2,75.4,1,0,0,
2026-04-13,07:00:00,maceta1,139.0,139.0,58.2,58.4,58.3,5907.9,2.2502,15.6,64.9,1,0,0,
2026-04-13,07:00:00,maceta2,142.0,147.0,56.7,54.4,55.5,6117.2,2.2668,14.8,71.9,1,0,0,
2026-04-13,08:00:00,maceta1,140.0,139.0,58.0,58.2,58.1,6411.7,3.4363,17.4,72.6,1,0,0,
2026-04-13,08:00:00,maceta2,143.0,147.0,56.4,54.2,55.3,6199.4,3.4137,17.2,73.5,1,0,0,
2026-04-13,09:00:00,maceta1,140.0,140.0,57.8,58.0,57.9,6414.8,4.6231,19.5,64.7,1,0,0,
2026-04-13,09:00:00,maceta2,143.0,147.0,56.3,54.0,55.2,5937.1,4.5121,17.2,63.2,1,0,0,
2026-04-13,10:00:00,maceta1,141.0,140.0,57.6,57.8,57.7,5916.9,5.7177,18.9,68.5,1,0,0,
2026-04-13,10:00:00,maceta2,143.0,148.0,56.1,53.8,54.9,6202.9,5.6596,17.8,56.4,1,0,0,
2026-04-13,11:00:00,maceta1,141.0,128.0,57.4,64.2,60.8,6124.3,6.8507,19.8,62.2,1,0,0,Discrepancia alta entre sensores de humedad
2026-04-13,11:00:00,maceta2,144.0,148.0,55.9,53.6,54.7,6262.1,6.8181,21.0,53.1,1,0,0,
2026-04-13,12:00:00,maceta1,141.0,141.0,57.2,57.4,57.3,6356.2,8.0266,22.6,63.3,1,0,0,
2026-04-13,12:00:00,maceta2,144.0,149.0,55.7,53.4,54.5,6325.9,7.9884,20.1,56.6,1,0,0,
2026-04-13,13:00:00,maceta1,142.0,141.0,56.9,57.2,57.1,6459.6,9.2216,23.6,62.7,1,0,0,
2026-04-13,13:00:00,maceta2,145.0,149.0,55.4,53.2,54.3,6078.8,9.113,24.3,58.8,1,0,0,
2026-04-13,14:00:00,maceta1,142.0,142.0,56.8,57.0,56.9,5944.5,10.3214,23.4,49.2,1,0,0,
2026-04-13,14:00:00,maceta2,145.0,149.0,55.2,53.0,54.1,6185.6,10.2573,25.6,62.5,1,0,0,
2026-04-13,15:00:00,maceta1,142.0,142.0,56.6,56.7,56.7,5877.5,11.4087,21.8,62.8,1,0,0,
2026-04-13,15:00:00,maceta2,146.0,150.0,55.0,52.8,53.9,6002.2,11.3677,21.1,59.4,1,0,0,
2026-04-13,16:00:00,maceta1,143.0,143.0,56.4,56.5,56.5,5945.5,12.5086,20.1,51.5,1,0,0,
2026-04-13,16:00:00,maceta2,146.0,150.0,54.8,52.6,53.7,6077.6,12.4921,25.0,53.8,1,0,0,
2026-04-13,17:00:00,maceta1,143.0,143.0,56.2,56.3,56.3,5877.9,13.596,23.3,57.1,1,0,0,
2026-04-13,17:00:00,maceta2,146.0,150.0,54.6,52.4,53.5,5822.3,13.5692,22.2,52.8,1,0,0,
2026-04-13,18:00:00,maceta1,144.0,143.0,56.0,56.2,56.1,22.1,13.6001,21.9,66.4,0,0,0,
2026-04-13,18:00:00,maceta2,147.0,151.0,54.4,52.2,53.3,20.8,13.5731,19.8,58.7,0,0,0,
2026-04-13,19:00:00,maceta1,144.0,144.0,55.8,55.9,55.9,7.9,13.6016,24.1,46.5,0,0,0,
2026-04-13,19:00:00,maceta2,147.0,151.0,54.2,52.0,53.1,27.7,13.5782,20.7,61.7,0,0,0,
2026-04-13,20:00:00,maceta1,144.0,144.0,55.6,55.8,55.7,5.4,13.6026,19.4,60.7,0,0,0,
2026-04-13,20:00:00,maceta2,147.0,152.0,54.0,51.8,52.9,27.1,13.5832,20.4,62.0,0,0,0,
2026-04-13,21:00:00,maceta1,145.0,144.0,55.4,55.6,55.5,9.4,13.6043,18.7,63.2,0,0,0,
2026-04-13,21:00:00,maceta2,148.0,152.0,53.9,51.6,52.7,3.9,13.5839,18.3,69.0,0,0,0,
2026-04-13,22:00:00,maceta1,145.0,145.0,55.2,55.4,55.3,24.8,13.6089,15.5,73.2,0,0,0,
2026-04-13,22:00:00,maceta2,148.0,152.0,53.7,51.4,52.5,0.1,13.5839,17.4,69.0,0,0,0,
2026-04-13,23:00:00,maceta1,146.0,145.0,55.0,55.2,55.1,25.0,13.6135,18.3,68.3,0,0,0,
2026-04-13,23:00:00,maceta2,148.0,153.0,53.5,51.2,52.4,7.9,13.5854,17.5,69.8,0,0,0,
2026-04-14,00:00:00,maceta1,146.0,145.0,54.8,55.1,54.9,26.5,0.0049,16.7,72.2,0,0,0,
2026-04-14,00:00:00,maceta2,149.0,128.0,53.3,64.2,58.8,20.7,0.0038,13.5,68.1,0,0,0,Discrepancia alta entre sensores de humedad
2026-04-14,01:00:00,maceta1,146.0,146.0,54.5,54.9,54.7,20.0,0.0086,12.0,76.6,0,0,0,
2026-04-14,01:00:00,maceta2,149.0,154.0,53.1,50.8,51.9,11.0,0.0059,13.3,76.0,0,0,0,
2026-04-14,02:00:00,maceta1,147.0,146.0,54.4,54.6,54.5,1.8,0.0089,13.1,82.4,0,0,0,
2026-04-14,02:00:00,maceta2,149.0,154.0,52.9,50.6,51.7,24.9,0.0105,14.6,80.9,0,0,0,
2026-04-14,03:00:00,maceta1,147.0,147.0,54.2,54.4,54.3,5.1,0.0099,10.3,71.6,0,0,0,
2026-04-14,03:00:00,maceta2,150.0,154.0,52.7,50.4,51.6,11.2,0.0125,15.1,79.1,0,0,0,
2026-04-14,04:00:00,maceta1,147.0,147.0,54.0,54.2,54.1,18.0,0.0132,12.8,69.9,0,0,0,
2026-04-14,04:00:00,maceta2,150.0,155.0,52.5,50.2,51.4,14.5,0.0152,12.3,78.1,0,0,0,
2026-04-14,05:00:00,maceta1,148.0,147.0,53.8,54.1,53.9,6.0,0.0143,12.0,71.1,0,0,0,
2026-04-14,05:00:00,maceta2,151.0,155.0,52.3,49.9,51.1,4.2,0.016,11.0,68.5,0,0,1,
2026-04-14,06:00:00,maceta1,148.0,148.0,53.6,53.8,53.7,6410.1,1.2002,15.5,73.5,1,0,0,
2026-04-14,06:00:00,maceta2,87.0,91.0,85.9,83.9,84.9,6016.2,1.129,14.4,58.7,1,0,0,
2026-04-14,07:00:00,maceta1,149.0,148.0,53.4,53.7,53.5,6182.4,2.3439,13.4,61.2,1,0,0,
2026-04-14,07:00:00,maceta2,87.0,91.0,85.7,83.8,84.7,6291.8,2.293,13.4,69.1,1,0,0,
2026-04-14,08:00:00,maceta1,149.0,148.0,53.2,53.5,53.3,6499.9,3.5464,16.0,68.0,1,0,0,
2026-04-14,08:00:00,maceta2,88.0,91.0,85.5,83.6,84.5,6104.7,3.4224,19.0,65.7,1,0,0,
2026-04-14,09:00:00,maceta1,149.0,149.0,53.0,53.2,53.1,6099.7,4.6749,17.4,57.1,1,0,0,
2026-04-14,09:00:00,maceta2,88.0,92.0,85.3,83.4,84.3,6389.8,4.6045,15.6,60.9,1,0,0,
2026-04-14,10:00:00,maceta1,150.0,149.0,52.9,53.1,53.0,6363.9,5.8522,18.7,64.4,1,0,0,
2026-04-14,10:00:00,maceta2,88.0,92.0,85.1,83.1,84.1,6311.8,5.7721,18.7,65.3,1,0,0,
2026-04-14,11:00:00,maceta1,150.0,150.0,52.6,52.8,52.7,6124.3,6.9852,16.3,59.9,1,0,0,
2026-04-14,11:00:00,maceta2,89.0,92.0,84.8,82.9,83.9,6026.8,6.8871,20.2,65.8,1,0,0,
2026-04-14,12:00:00,maceta1,150.0,150.0,52.4,52.6,52.5,6226.1,8.137,21.0,59.9,1,0,0,
2026-04-14,12:00:00,maceta2,89.0,93.0,84.6,82.8,83.7,6413.4,8.0736,22.4,54.2,1,0,0,
2026-04-14,13:00:00,maceta1,151.0,150.0,52.2,52.4,52.3,6418.6,9.3245,24.9,54.9,1,0,0,
2026-04-14,13:00:00,maceta2,90.0,93.0,84.4,82.6,83.5,5875.9,9.1606,23.8,49.3,1,0,0,
2026-04-14,14:00:00,maceta1,151.0,151.0,51.9,52.2,52.1,6099.8,10.4529,22.2,54.8,1,0,0,
2026-04-14,14:00:00,maceta2,90.0,93.0,84.3,82.4,83.3,6125.3,10.2938,21.0,60.9,1,0,0,
2026-04-14,15:00:00,maceta1,152.0,151.0,51.7,52.0,51.9,6484.3,11.6525,26.7,58.4,1,0,0,
2026-04-14,15:00:00,maceta2,90.0,94.0,84.1,82.2,83.1,6274.6,11.4546,22.9,62.0,1,0,0,
2026-04-14,16:00:00,maceta1,152.0,152.0,51.5,51.8,51.6,6085.1,12.7783,22.7,53.8,1,0,0,
2026-04-14,16:00:00,maceta2,91.0,94.0,83.8,82.0,82.9,5818.2,12.531,22.6,62.1,1,0,0,
2026-04-14,17:00:00,maceta1,152.0,152.0,51.3,51.6,51.5,6195.8,13.9245,22.4,55.4,1,0,0,
2026-04-14,17:00:00,maceta2,91.0,95.0,83.7,81.8,82.7,5867.3,13.6164,21.9,63.7,1,0,0,
2026-04-14,18:00:00,maceta1,153.0,152.0,51.2,51.5,51.3,25.8,13.9293,20.5,57.8,0,0,0,
2026-04-14,18:00:00,maceta2,91.0,95.0,83.5,81.5,82.5,3.6,13.6171,20.5,61.5,0,0,0,
2026-04-14,19:00:00,maceta1,153.0,153.0,50.9,51.2,51.1,27.3,13.9343,20.3,67.4,0,0,0,
2026-04-14,19:00:00,maceta2,92.0,95.0,83.2,81.4,82.3,25.4,13.6218,19.5,59.0,0,0,0,
2026-04-14,20:00:00,maceta1,154.0,153.0,50.8,51.0,50.9,21.2,13.9382,18.0,63.5,0,0,0,
2026-04-14,20:00:00,maceta2,92.0,96.0,83.0,81.1,82.1,24.5,13.6263,19.3,68.9,0,0,0,
2026-04-14,21:00:00,maceta1,154.0,153.0,50.6,50.8,50.7,16.3,13.9413,17.4,64.3,0,0,0,
2026-04-14,21:00:00,maceta2,93.0,96.0,82.8,81.0,81.9,20.3,13.6301,20.1,58.4,0,0,0,
2026-04-14,22:00:00,maceta1,154.0,154.0,50.4,50.6,50.5,16.8,13.9444,12.5,78.3,0,0,0,
2026-04-14,22:00:00,maceta2,93.0,97.0,82.7,80.7,81.7,10.7,13.632,18.2,65.2,0,0,0,
2026-04-14,23:00:00,maceta1,155.0,154.0,50.2,50.4,50.3,17.1,13.9475,17.2,70.8,0,0,0,
2026-04-14,23:00:00,maceta2,93.0,97.0,82.5,80.5,81.5,7.7,13.6335,12.2,75.8,0,0,0,
2026-04-15,00:00:00,maceta1,155.0,155.0,50.0,50.2,50.1,13.2,0.0024,13.6,69.0,0,0,0,
2026-04-15,00:00:00,maceta2,94.0,97.0,82.3,80.3,81.3,8.4,0.0016,13.6,67.0,0,0,0,
2026-04-15,01:00:00,maceta1,155.0,155.0,49.8,50.0,49.9,3.7,0.0031,11.2,74.9,0,0,1,
2026-04-15,01:00:00,maceta2,94.0,98.0,82.1,80.1,81.1,9.7,0.0033,12.2,64.7,0,0,0,
2026-04-15,02:00:00,maceta1,93.0,92.0,82.5,83.1,82.8,25.6,0.0079,11.2,73.2,0,0,0,
2026-04-15,02:00:00,maceta2,94.0,98.0,81.9,79.9,80.9,11.4,0.0055,15.5,75.9,0,0,0,
2026-04-15,03:00:00,maceta1,94.0,93.0,82.2,82.9,82.5,22.4,0.012,14.1,73.7,0,0,0,
2026-04-15,03:00:00,maceta2,95.0,99.0,81.7,79.6,80.7,5.3,0.0064,14.6,67.3,0,0,0,
2026-04-15,04:00:00,maceta1,94.0,93.0,82.0,82.7,82.4,12.7,0.0144,13.9,82.6,0,0,0,
2026-04-15,04:00:00,maceta2,95.0,99.0,81.5,79.4,80.4,3.4,0.0071,11.1,75.2,0,0,0,
2026-04-15,05:00:00,maceta1,94.0,93.0,81.9,82.5,82.2,4.2,0.0151,12.5,80.8,0,0,0,
2026-04-15,05:00:00,maceta2,96.0,99.0,81.3,79.3,80.3,18.5,0.0105,14.1,72.4,0,0,0,
2026-04-15,06:00:00,maceta1,95.0,94.0,81.7,82.3,82.0,6142.9,1.1516,12.3,67.7,1,0,0,
2026-04-15,06:00:00,maceta2,96.0,100.0,81.1,79.1,80.1,6065.1,1.1325,15.2,73.4,1,0,0,
2026-04-15,07:00:00,maceta1,95.0,94.0,81.5,82.1,81.8,6286.4,2.3146,14.8,68.9,1,0,0,
2026-04-15,07:00:00,maceta2,96.0,100.0,80.9,78.8,79.9,6372.3,2.3114,14.6,64.1,1,0,0,
2026-04-15,08:00:00,maceta1,95.0,94.0,81.3,81.9,81.6,6181.0,3.458,17.4,74.9,1,0,0,
2026-04-15,08:00:00,maceta2,97.0,128.0,80.7,64.2,72.5,5822.5,3.3886,17.0,64.5,1,0,0,Discrepancia alta entre sensores de humedad
2026-04-15,09:00:00,maceta1,96.0,95.0,81.1,81.7,81.4,6233.2,4.6112,17.1,55.8,1,0,0,
2026-04-15,09:00:00,maceta2,97.0,101.0,80.5,78.5,79.5,5838.8,4.4688,19.4,71.6,1,0,0,
2026-04-15,10:00:00,maceta1,96.0,95.0,80.9,81.5,81.2,6231.4,5.764,17.3,59.9,1,0,0,
2026-04-15,10:00:00,maceta2,97.0,101.0,80.3,78.3,79.3,6279.5,5.6305,19.9,59.4,1,0,0,
2026-04-15,11:00:00,maceta1,97.0,96.0,80.7,81.2,81.0,5938.4,6.8626,21.1,51.2,1,0,0,
2026-04-15,11:00:00,maceta2,98.0,102.0,80.1,78.0,79.1,6373.5,6.8096,19.7,68.7,1,0,0,
2026-04-15,12:00:00,maceta1,97.0,96.0,80.5,81.0,80.8,6437.8,8.0536,21.7,51.5,1,0,0,
2026-04-15,12:00:00,maceta2,98.0,102.0,79.9,77.8,78.9,6369.2,7.9879,19.3,58.2,1,0,0,
2026-04-15,13:00:00,maceta1,97.0,96.0,80.3,80.8,80.5,6013.6,9.1661,23.4,60.9,1,0,0,
2026-04-15,13:00:00,maceta2,99.0,103.0,79.7,77.6,78.6,6210.7,9.1368,21.7,58.4,1,0,0,
2026-04-15,14:00:00,maceta1,98.0,97.0,80.1,80.6,80.4,6440.4,10.3576,21.7,55.0,1,0,0,
2026-04-15,14:00:00,maceta2,99.0,103.0,79.5,77.4,78.4,6024.5,10.2514,24.1,46.8,1,0,0,
2026-04-15,15:00:00,maceta1,98.0,97.0,80.0,80.4,80.2,6374.0,11.5368,21.6,51.0,1,0,0,
2026-04-15,15:00:00,maceta2,99.0,103.0,79.3,77.2,78.2,5806.6,11.3256,20.6,55.9,1,0,0,
2026-04-15,16:00:00,maceta1,98.0,98.0,79.8,80.2,80.0,5802.6,12.6103,20.2,51.4,1,0,0,
2026-04-15,16:00:00,maceta2,100.0,104.0,79.0,76.9,78.0,6331.8,12.497,23.4,56.4,1,0,0,
2026-04-15,17:00:00,maceta1,99.0,98.0,79.5,80.0,79.7,6333.0,13.7819,20.1,59.7,1,0,0,
2026-04-15,17:00:00,maceta2,100.0,104.0,78.9,76.7,77.8,6352.3,13.6721,24.6,61.2,1,0,0,
2026-04-15,18:00:00,maceta1,99.0,98.0,79.3,79.8,79.5,18.1,13.7852,18.1,51.8,0,0,0,
2026-04-15,18:00:00,maceta2,101.0,105.0,78.6,76.5,77.6,1.7,13.6725,23.7,68.9,0,0,0,
2026-04-15,19:00:00,maceta1,100.0,99.0,79.0,79.6,79.3,18.3,13.7886,20.5,63.8,0,0,0,
2026-04-15,19:00:00,maceta2,101.0,105.0,78.4,76.3,77.4,16.6,13.6755,20.0,60.0,0,0,0,
2026-04-15,20:00:00,maceta1,100.0,99.0,78.9,79.4,79.2,19.7,13.7922,18.1,67.9,0,0,0,
2026-04-15,20:00:00,maceta2,101.0,105.0,78.3,76.1,77.2,26.9,13.6805,19.6,74.2,0,0,0,
2026-04-15,21:00:00,maceta1,101.0,99.0,78.7,79.3,79.0,25.5,13.7969,17.6,57.8,0,0,0,
2026-04-15,21:00:00,maceta2,102.0,106.0,78.1,75.8,76.9,29.4,13.6859,19.3,63.9,0,0,0,
2026-04-15,22:00:00,maceta1,101.0,100.0,78.5,79.0,78.8,29.3,13.8024,16.5,55.7,0,0,0,
2026-04-15,22:00:00,maceta2,102.0,106.0,77.9,75.6,76.8,23.2,13.6902,16.6,68.6,0,0,0,
2026-04-15,23:00:00,maceta1,101.0,100.0,78.3,78.8,78.6,28.7,13.8077,14.6,71.8,0,0,0,
2026-04-15,23:00:00,maceta2,102.0,107.0,77.7,75.4,76.5,26.0,13.695,15.1,69.8,0,0,0,
2026-04-16,00:00:00,maceta1,102.0,101.0,78.1,78.6,78.4,21.8,0.004,14.4,68.8,0,0,0,
2026-04-16,00:00:00,maceta2,103.0,107.0,77.4,75.1,76.3,2.3,0.0004,11.4,61.8,0,0,0,
2026-04-16,01:00:00,maceta1,102.0,101.0,78.0,78.4,78.2,1.5,0.0043,11.2,75.5,0,0,0,
2026-04-16,01:00:00,maceta2,103.0,108.0,77.2,74.9,76.1,25.1,0.0051,14.3,80.9,0,0,0,
2026-04-16,02:00:00,maceta1,102.0,101.0,77.8,78.2,78.0,14.7,0.007,12.9,71.7,0,0,0,
2026-04-16,02:00:00,maceta2,104.0,108.0,77.1,74.7,75.9,24.4,0.0096,12.4,76.9,0,0,0,
2026-04-16,03:00:00,maceta1,103.0,102.0,77.6,78.0,77.8,9.4,0.0088,12.5,67.2,0,0,0,
2026-04-16,03:00:00,maceta2,104.0,108.0,76.9,74.5,75.7,11.9,0.0118,13.0,77.3,0,0,0,
2026-04-16,04:00:00,maceta1,103.0,102.0,77.4,77.7,77.6,21.0,0.0127,11.9,72.7,0,0,0,
2026-04-16,04:00:00,maceta2,104.0,109.0,76.8,74.3,75.5,27.5,0.0169,11.5,70.8,0,0,0,
2026-04-16,05:00:00,maceta1,103.0,103.0,77.3,77.5,77.4,2.6,0.0131,13.5,69.9,0,0,0,
2026-04-16,05:00:00,maceta2,104.0,109.0,76.6,74.1,75.4,25.8,0.0217,11.7,71.7,0,0,0,
2026-04-16,06:00:00,maceta1,104.0,103.0,77.1,77.3,77.2,5854.7,1.0963,14.6,74.0,1,0,0,
2026-04-16,06:00:00,maceta2,105.0,110.0,76.3,73.9,75.1,6460.2,1.2168,11.4,65.5,1,0,0,
2026-04-16,07:00:00,maceta1,104.0,104.0,76.9,77.1,77.0,5869.6,2.1821,16.6,68.0,1,0,0,
2026-04-16,07:00:00,maceta2,105.0,110.0,76.1,73.8,75.0,6398.4,2.4005,15.7,69.8,1,0,0,
2026-04-16,08:00:00,maceta1,104.0,104.0,76.7,76.9,76.8,5800.2,3.2552,16.6,62.1,1,0,0,
2026-04-16,08:00:00,maceta2,106.0,110.0,76.0,73.6,74.8,6417.6,3.5878,17.7,76.6,1,0,0,
2026-04-16,09:00:00,maceta1,105.0,104.0,76.5,76.7,76.6,5813.8,4.3307,20.0,60.7,1,0,0,
2026-04-16,09:00:00,maceta2,106.0,111.0,75.8,73.4,74.6,6330.5,4.7589,19.0,61.7,1,0,0,
2026-04-16,10:00:00,maceta1,105.0,105.0,76.3,76.5,76.4,6053.2,5.4506,16.0,57.5,1,0,0,
2026-04-16,10:00:00,maceta2,106.0,111.0,75.6,73.2,74.4,6316.8,5.9275,16.9,71.4,1,0,0,
2026-04-16,11:00:00,maceta1,106.0,105.0,76.0,76.3,76.2,6081.2,6.5756,19.1,62.8,1,0,0,
2026-04-16,11:00:00,maceta2,107.0,111.0,75.3,73.0,74.2,5849.6,7.0097,20.1,55.3,1,0,0,
2026-04-16,12:00:00,maceta1,106.0,105.0,75.8,76.1,76.0,6337.3,7.748,21.8,63.5,1,0,0,
2026-04-16,12:00:00,maceta2,107.0,112.0,75.2,72.8,74.0,5849.9,8.0919,20.0,58.9,1,0,0,
2026-04-16,13:00:00,maceta1,106.0,106.0,75.6,75.9,75.8,6445.5,8.9404,22.1,57.6,1,0,0,
2026-04-16,13:00:00,maceta2,107.0,112.0,75.0,72.6,73.8,5835.7,9.1715,20.7,54.6,1,0,0,
2026-04-16,14:00:00,maceta1,107.0,106.0,75.4,75.7,75.5,6135.5,10.0755,21.4,51.6,1,0,0,
2026-04-16,14:00:00,maceta2,108.0,113.0,74.8,72.3,73.6,6306.1,10.3381,20.2,57.0,1,0,0,
2026-04-16,15:00:00,maceta1,107.0,107.0,75.2,75.5,75.3,6075.3,11.1994,21.1,52.3,1,0,0,
2026-04-16,15:00:00,maceta2,108.0,113.0,74.6,72.2,73.4,5952.1,11.4393,20.5,64.1,1,0,0,
2026-04-16,16:00:00,maceta1,107.0,107.0,75.0,75.3,75.2,6331.4,12.3707,20.9,49.0,1,0,0,
2026-04-16,16:00:00,maceta2,109.0,113.0,74.5,72.0,73.2,6349.0,12.6138,23.9,63.0,1,0,0,
2026-04-16,17:00:00,maceta1,108.0,107.0,74.8,75.1,75.0,6445.9,13.5632,20.4,55.8,1,0,0,
2026-04-16,17:00:00,maceta2,109.0,114.0,74.3,71.8,73.1,6063.3,13.7355,25.8,57.8,1,0,0,
2026-04-16,18:00:00,maceta1,108.0,108.0,74.6,74.9,74.8,26.4,13.5681,21.8,62.1,0,0,0,
2026-04-16,18:00:00,maceta2,109.0,114.0,74.1,71.6,72.8,7.2,13.7369,21.3,54.8,0,0,0,
2026-04-16,19:00:00,maceta1,109.0,108.0,74.4,74.7,74.6,29.1,13.5734,18.7,64.3,0,0,0,
2026-04-16,19:00:00,maceta2,110.0,114.0,73.9,71.5,72.7,17.9,13.7402,21.1,46.5,0,0,0,
2026-04-16,20:00:00,maceta1,109.0,108.0,74.2,74.6,74.4,7.1,13.5748,17.9,58.8,0,0,0,
2026-04-16,20:00:00,maceta2,110.0,115.0,73.7,71.2,72.5,14.9,13.7429,19.0,57.8,0,0,0,
2026-04-16,21:00:00,maceta1,109.0,109.0,74.0,74.4,74.2,6.6,13.576,21.4,58.7,0,0,0,
2026-04-16,21:00:00,maceta2,110.0,115.0,73.5,71.0,72.3,29.5,13.7484,17.4,63.9,0,0,0,
2026-04-16,22:00:00,maceta1,110.0,109.0,73.7,74.2,74.0,25.4,13.5807,17.9,69.5,0,0,0,
2026-04-16,22:00:00,maceta2,111.0,115.0,73.4,70.8,72.1,0.8,13.7486,15.2,71.1,0,0,0,
2026-04-16,23:00:00,maceta1,110.0,109.0,73.5,74.0,73.8,28.4,13.5859,15.0,71.2,0,0,0,
2026-04-16,23:00:00,maceta2,111.0,116.0,73.1,70.7,71.9,21.6,13.7526,17.7,66.7,0,0,0,
2026-04-17,00:00:00,maceta1,111.0,110.0,73.4,73.8,73.6,2.5,0.0005,12.9,73.9,0,0,0,
2026-04-17,00:00:00,maceta2,111.0,116.0,72.9,70.5,71.7,20.1,0.0037,16.5,72.7,0,0,0,
2026-04-17,01:00:00,maceta1,111.0,110.0,73.2,73.6,73.4,19.4,0.004,14.1,78.3,0,0,0,
2026-04-17,01:00:00,maceta2,112.0,116.0,72.7,70.3,71.5,6.6,0.0049,12.2,77.5,0,0,0,
2026-04-17,02:00:00,maceta1,111.0,110.0,73.0,73.4,73.2,22.8,0.0083,13.5,74.8,0,0,0,
2026-04-17,02:00:00,maceta2,112.0,117.0,72.5,70.1,71.3,2.6,0.0054,14.0,70.2,0,0,0,
2026-04-17,03:00:00,maceta1,112.0,111.0,72.8,73.2,73.0,14.7,0.011,13.3,71.7,0,0,0,
2026-04-17,03:00:00,maceta2,113.0,117.0,72.3,69.9,71.1,0.3,0.0055,10.0,72.3,0,0,0,
2026-04-17,04:00:00,maceta1,112.0,111.0,72.6,73.0,72.8,29.1,0.0163,11.4,73.1,0,0,0,
2026-04-17,04:00:00,maceta2,113.0,118.0,72.1,69.7,70.9,22.5,0.0096,12.2,76.0,0,0,0,
2026-04-17,05:00:00,maceta1,112.0,112.0,72.4,72.8,72.6,4.8,0.0172,12.9,77.2,0,0,0,
2026-04-17,05:00:00,maceta2,113.0,118.0,71.9,69.5,70.7,10.3,0.0115,14.0,73.4,0,0,0,
2026-04-17,06:00:00,maceta1,113.0,112.0,72.2,72.6,72.4,5881.9,1.1054,14.1,72.2,1,0,0,
2026-04-17,06:00:00,maceta2,114.0,118.0,71.7,69.4,70.5,5811.2,1.0866,11.8,72.8,1,0,0,
2026-04-17,07:00:00,maceta1,113.0,112.0,72.0,72.5,72.2,5874.9,2.1922,15.4,67.4,1,0,0,
2026-04-17,07:00:00,maceta2,114.0,119.0,71.5,69.2,70.3,6004.8,2.1975,15.8,65.4,1,0,0,
2026-04-17,08:00:00,maceta1,114.0,113.0,71.8,72.3,72.0,6186.3,3.3367,16.9,58.8,1,0,0,
2026-04-17,08:00:00,maceta2,114.0,119.0,71.3,68.9,70.1,5844.8,3.2788,17.7,64.1,1,0,0,
2026-04-17,09:00:00,maceta1,114.0,113.0,71.6,72.1,71.8,5895.4,4.4273,18.6,67.4,1,0,0,
2026-04-17,09:00:00,maceta2,115.0,119.0,71.1,68.8,69.9,5926.8,4.3753,18.1,61.5,1,0,0,
