fecha,hora,maceta,humedad_raw_1,humedad_raw_2,humedad_pct_1,humedad_pct_2,humedad_pct_promedio,lux,dli_acumulado,temperatura_c,humedad_ambiente_pct,luz_encendida,ventilador_encendido,riego_pendiente,alertas
2026-07-07,08:14:01,maceta1,135.0,130.0,60.3,63.0,61.7,0.0,0.0,13.7,48.1,0,0,0,
2026-07-07,08:14:01,maceta2,136.0,135.0,59.9,60.3,60.1,0.0,0.0,8.3,53.1,0,0,0,
2026-07-07,09:14:06,maceta1,136.0,131.0,60.2,62.8,61.5,3.8,0.0002,13.7,48.1,0,0,0,
2026-07-07,09:14:06,maceta2,136.0,136.0,59.8,60.1,60.0,2.5,0.0002,8.2,53.2,0,0,0,
2026-07-07,10:14:12,maceta1,136.0,131.0,60.0,62.7,61.4,34.6,0.0022,13.7,48.1,0,0,0,
2026-07-07,10:14:12,maceta2,137.0,136.0,59.5,59.9,59.7,22.5,0.0014,8.3,55.0,0,0,0,
2026-07-07,11:14:17,maceta1,136.0,131.0,59.7,62.5,61.1,27.1,0.004,13.7,48.1,0,0,0,
2026-07-07,11:14:17,maceta2,138.0,137.0,59.2,59.7,59.4,17.9,0.0027,8.4,55.6,0,0,0,
2026-07-07,12:14:22,maceta1,137.0,132.0,59.5,62.3,60.9,60.0,0.0079,13.7,48.1,0,0,0,
2026-07-07,12:14:22,maceta2,138.0,137.0,59.1,59.5,59.3,39.2,0.0052,8.6,58.6,0,0,0,
2026-07-07,13:14:28,maceta1,137.0,132.0,59.2,62.1,60.6,69.2,0.0123,13.7,48.1,0,0,0,
2026-07-07,13:14:28,maceta2,138.0,138.0,58.9,59.2,59.0,45.0,0.008,8.8,59.9,0,0,0,
2026-07-07,14:14:43,maceta1,138.0,132.0,59.0,61.9,60.4,61.7,0.0165,13.7,48.1,0,0,0,
2026-07-07,14:14:43,maceta2,138.0,138.0,58.8,59.0,58.9,40.4,0.0108,9.1,62.2,0,0,0,
2026-07-07,15:14:50,maceta1,138.0,133.0,58.9,61.6,60.2,15.4,0.0183,13.7,48.1,1,0,0,
2026-07-07,15:14:50,maceta2,139.0,138.0,58.6,58.8,58.7,10.8,0.0121,9.2,61.2,0,0,0,
2026-07-07,16:14:55,maceta1,138.0,133.0,58.7,61.5,60.1,182.5,2.1086,13.7,48.1,1,0,0,
2026-07-07,16:14:55,maceta2,139.0,139.0,58.4,58.6,58.5,1586.2,1.1047,9.4,62.3,1,0,0,
2026-07-07,17:15:01,maceta1,139.0,133.0,58.5,61.4,59.9,163.3,4.1984,13.7,48.1,1,0,0,
2026-07-07,17:15:01,maceta2,139.0,139.0,58.2,58.5,58.3,1602.1,3.2903,12.5,63.0,1,0,0,
2026-07-07,18:15:06,maceta1,139.0,128.0,58.2,64.2,61.2,164.2,6.2881,13.7,48.1,1,0,0,Discrepancia alta entre sensores de humedad
2026-07-07,18:15:06,maceta2,140.0,139.0,58.0,58.2,58.1,1557.1,5.4752,12.7,58.8,1,0,0,
2026-07-07,19:15:12,maceta1,140.0,134.0,57.9,60.9,59.4,156.2,8.3777,13.7,48.1,1,0,0,
2026-07-07,19:15:12,maceta2,140.0,140.0,57.8,57.9,57.8,1559.6,7.6603,12.9,61.1,1,0,0,
2026-07-07,20:15:18,maceta1,140.0,135.0,57.8,60.6,59.2,154.6,10.4671,13.7,48.1,1,0,0,
2026-07-07,20:15:18,maceta2,141.0,140.0,57.5,57.7,57.6,1591.7,9.8461,13.0,60.4,1,0,0,
2026-07-07,21:15:24,maceta1,141.0,135.0,57.6,60.3,59.0,160.0,12.5566,13.7,48.1,1,0,0,
2026-07-07,21:15:24,maceta2,141.0,141.0,57.3,57.6,57.4,1585.4,12.0299,13.1,59.5,1,0,0,
2026-07-07,22:15:30,maceta1,141.0,136.0,57.3,60.1,58.7,153.8,14.6458,13.7,48.1,0,0,0,
2026-07-07,22:15:30,maceta2,142.0,141.0,57.1,57.3,57.2,1582.1,14.2139,13.2,59.7,0,0,0,
2026-07-07,23:15:35,maceta1,141.0,136.0,57.2,59.9,58.5,0.0,14.6458,13.7,48.1,0,0,0,
2026-07-07,23:15:35,maceta2,142.0,142.0,57.0,57.0,57.0,0.0,14.2139,11.1,62.2,0,0,0,
2026-07-08,00:15:40,maceta1,142.0,137.0,56.9,59.7,58.3,0.0,0.0,13.7,48.1,0,0,0,
2026-07-08,00:15:40,maceta2,142.0,142.0,56.8,56.8,56.8,0.0,0.0,10.3,62.7,0,0,0,
2026-07-08,01:15:46,maceta1,142.0,137.0,56.8,59.5,58.1,0.0,0.0,13.7,48.1,0,0,0,
2026-07-08,01:15:46,maceta2,143.0,143.0,56.6,56.5,56.5,0.0,0.0,10.2,60.2,0,0,0,
2026-07-08,02:15:51,maceta1,143.0,137.0,56.5,59.3,57.9,0.0,0.0,13.7,48.1,0,0,0,
2026-07-08,02:15:51,maceta2,143.0,143.0,56.3,56.3,56.3,0.0,0.0,10.2,55.7,0,0,0,
2026-07-08,03:15:57,maceta1,128.0,138.0,64.2,59.2,61.7,0.0,0.0,13.7,48.1,0,0,0,Discrepancia alta entre sensores de humedad
2026-07-08,03:15:57,maceta2,143.0,143.0,56.2,56.1,56.2,0.0,0.0,10.2,56.7,0,0,0,
2026-07-08,04:16:02,maceta1,144.0,138.0,56.0,58.9,57.4,0.0,0.0,13.7,48.1,0,0,0,
2026-07-08,04:16:02,maceta2,143.0,144.0,56.1,55.8,56.0,0.0,0.0,10.1,56.7,0,0,0,
2026-07-08,05:16:08,maceta1,144.0,139.0,55.9,58.7,57.3,0.0,0.0,13.7,48.1,0,0,0,
2026-07-08,05:16:08,maceta2,144.0,144.0,55.9,55.6,55.7,0.0,0.0,10.0,56.2,0,0,0,
2026-07-08,06:16:13,maceta1,144.0,139.0,55.6,58.4,57.0,0.0,0.0,13.7,48.1,0,0,0,
2026-07-08,06:16:13,maceta2,144.0,145.0,55.8,55.5,55.6,0.0,0.0,10.0,57.1,0,0,0,
2026-07-08,07:16:19,maceta1,145.0,139.0,55.4,58.2,56.8,0.0,0.0,13.7,48.1,0,0,0,
2026-07-08,07:16:19,maceta2,144.0,145.0,55.5,55.4,55.5,0.0,0.0,9.9,54.3,0,0,0,
2026-07-08,08:16:24,maceta1,145.0,140.0,55.2,58.0,56.6,0.0,0.0,13.7,48.1,0,0,0,
2026-07-08,08:16:24,maceta2,145.0,145.0,55.4,55.3,55.3,0.0,0.0,9.8,56.5,0,0,0,
2026-07-08,09:16:30,maceta1,146.0,140.0,55.0,57.8,56.4,8.3,0.0004,13.7,48.1,0,0,0,
2026-07-08,09:16:30,maceta2,145.0,145.0,55.1,55.0,55.1,5.4,0.0003,9.7,55.9,0,0,0,
2026-07-08,10:16:35,maceta1,146.0,141.0,54.7,57.5,56.1,40.4,0.0022,13.7,48.1,0,0,0,
2026-07-08,10:16:35,maceta2,146.0,146.0,55.0,54.8,54.9,26.7,0.0015,9.8,57.2,0,0,0,
2026-07-08,11:16:41,maceta1,146.0,141.0,54.5,57.3,55.9,30.8,0.0044,13.7,48.1,0,0,0,
2026-07-08,11:16:41,maceta2,146.0,146.0,54.8,54.6,54.7,20.0,0.0029,9.9,63.2,0,0,0,
2026-07-08,12:16:46,maceta1,147.0,142.0,54.2,57.0,55.6,57.9,0.0082,13.7,48.1,0,0,0,
2026-07-08,12:16:46,maceta2,146.0,147.0,54.6,54.5,54.5,37.9,0.0054,10.1,63.4,0,0,0,
2026-07-08,13:16:52,maceta1,147.0,142.0,54.0,56.8,55.4,63.8,0.0124,13.7,48.1,0,0,0,
2026-07-08,13:16:52,maceta2,147.0,147.0,54.4,54.3,54.4,41.7,0.0081,10.4,68.2,0,0,0,
2026-07-08,14:16:57,maceta1,148.0,142.0,53.7,56.6,55.2,21.7,0.015,13.7,48.1,0,0,0,
2026-07-08,14:16:57,maceta2,147.0,147.0,54.2,54.1,54.1,14.6,0.0099,10.7,70.3,0,0,0,
2026-07-08,15:17:03,maceta1,148.0,143.0,53.5,56.5,55.0,170.8,1.0616,13.7,48.1,0,0,0,
2026-07-08,15:17:03,maceta2,147.0,147.0,54.0,54.0,54.0,9.6,0.0114,10.9,70.0,1,0,0,
2026-07-08,16:17:08,maceta1,149.0,143.0,53.3,56.4,54.8,179.6,2.1078,13.7,48.1,1,0,0,
2026-07-08,16:17:08,maceta2,148.0,148.0,53.9,53.7,53.8,17.5,1.1057,13.6,65.8,1,0,0,
2026-07-08,17:17:14,maceta1,149.0,143.0,53.1,56.2,54.6,165.4,4.198,13.7,48.1,1,0,0,
2026-07-08,17:17:14,maceta2,148.0,148.0,53.8,53.4,53.6,1570.0,3.2905,14.1,67.3,1,0,0,
2026-07-08,18:17:19,maceta1,149.0,144.0,53.0,56.0,54.5,160.0,6.2877,13.7,48.1,1,0,0,
2026-07-08,18:17:19,maceta2,148.0,149.0,53.5,53.3,53.4,1607.5,5.4756,14.7,66.0,1,0,0,
2026-07-08,19:17:25,maceta1,150.0,144.0,52.9,55.9,54.4,737.1,8.3964,13.7,48.1,1,0,0,
2026-07-08,19:17:25,maceta2,149.0,149.0,53.4,53.1,53.3,1890.0,7.6709,14.9,66.4,1,0,0,
2026-07-08,20:17:30,maceta1,150.0,144.0,52.6,55.7,54.1,134.2,10.4841,13.7,48.1,1,0,0,
2026-07-08,20:17:30,maceta2,149.0,150.0,53.2,52.9,53.0,1605.0,9.8568,15.3,65.3,1,0,0,
2026-07-08,21:17:36,maceta1,150.0,145.0,52.5,55.5,54.0,131.2,12.5715,13.7,48.1,1,0,0,
2026-07-08,21:17:36,maceta2,149.0,150.0,53.0,52.7,52.8,1587.1,12.0424,15.3,65.0,1,0,0,
2026-07-08,22:17:41,maceta1,151.0,145.0,52.2,55.3,53.8,125.4,14.6588,13.7,48.1,0,0,0,
2026-07-08,22:17:41,maceta2,150.0,150.0,52.8,52.4,52.6,1555.0,14.225,15.4,65.6,0,0,0,
2026-07-08,23:17:47,maceta1,151.0,145.0,52.0,55.2,53.6,0.0,14.6588,13.7,48.1,0,0,0,
2026-07-08,23:17:47,maceta2,150.0,151.0,52.6,52.2,52.4,0.0,14.225,13.1,69.0,0,0,0,
2026-07-09,00:17:52,maceta1,151.0,145.0,51.9,55.0,53.4,0.0,0.0,13.7,48.1,0,0,0,
2026-07-09,00:17:52,maceta2,151.0,151.0,52.3,52.0,52.1,0.0,0.0,12.4,71.3,0,0,0,
2026-07-09,01:17:58,maceta1,152.0,146.0,51.7,54.8,53.2,0.0,0.0,13.7,48.1,0,0,0,
2026-07-09,01:17:58,maceta2,151.0,152.0,52.1,51.7,51.9,0.0,0.0,12.2,69.7,0,0,0,
2026-07-09,02:18:03,maceta1,152.0,146.0,51.4,54.5,53.0,0.0,0.0,13.7,48.1,0,0,0,
2026-07-09,02:18:03,maceta2,152.0,152.0,51.8,51.5,51.7,0.0,0.0,12.2,68.4,0,0,0,
2026-07-09,03:18:08,maceta1,153.0,147.0,51.2,54.3,52.8,0.0,0.0,13.7,48.1,0,0,0,
2026-07-09,03:18:08,maceta2,152.0,152.0,51.7,51.4,51.5,0.0,0.0,12.1,68.9,0,0,0,
2026-07-09,04:18:14,maceta1,153.0,147.0,51.0,54.2,52.6,0.0,0.0,13.7,48.1,0,0,0,
2026-07-09,04:18:14,maceta2,152.0,153.0,51.4,51.2,51.3,0.0,0.0,12.0,68.2,0,0,0,
2026-07-09,05:18:19,maceta1,154.0,147.0,50.8,54.1,52.4,0.0,0.0,13.7,48.1,0,0,0,
2026-07-09,05:18:19,maceta2,153.0,153.0,51.2,51.0,51.1,0.0,0.0,11.9,67.6,0,0,0,
2026-07-09,06:18:25,maceta1,154.0,128.0,50.7,64.2,57.4,0.0,0.0,13.7,48.1,0,0,0,Discrepancia alta entre sensores de humedad
2026-07-09,06:18:25,maceta2,153.0,153.0,51.0,50.8,50.9,0.0,0.0,11.9,67.1,0,0,0,
2026-07-09,07:18:30,maceta1,154.0,148.0,50.4,53.5,52.0,0.0,0.0,13.7,48.1,0,0,0,
2026-07-09,07:18:30,maceta2,154.0,154.0,50.8,50.6,50.7,0.0,0.0,11.8,65.9,0,0,0,
2026-07-09,08:18:36,maceta1,155.0,149.0,50.2,53.4,51.8,0.0,0.0,13.7,48.1,0,0,0,
2026-07-09,08:18:36,maceta2,154.0,154.0,50.6,50.5,50.6,0.0,0.0,11.7,64.3,0,0,0,
2026-07-09,09:18:41,maceta1,155.0,149.0,50.1,53.2,51.7,9.6,0.0004,13.7,48.1,0,0,0,
2026-07-09,09:18:41,maceta2,154.0,154.0,50.3,50.3,50.3,6.7,0.0003,11.5,63.5,0,0,0,
2026-07-09,10:18:47,maceta1,155.0,149.0,49.9,53.0,51.4,27.1,0.0021,13.7,48.1,0,0,1,
2026-07-09,10:18:47,maceta2,155.0,155.0,50.2,50.0,50.1,18.3,0.0014,11.5,65.5,0,0,0,
2026-07-09,11:18:52,maceta1,87.0,89.0,85.7,84.8,85.3,47.9,0.0051,13.7,48.1,0,0,0,
2026-07-09,11:18:52,maceta2,155.0,155.0,49.9,49.7,49.8,31.7,0.0034,11.7,66.2,0,0,1,
2026-07-09,12:18:58,maceta1,88.0,89.0,85.5,84.6,85.0,59.2,0.0089,13.7,48.1,0,0,0,
2026-07-09,12:18:58,maceta2,84.0,86.0,87.3,86.3,86.8,39.2,0.0059,11.9,66.6,0,0,0,
2026-07-09,13:19:03,maceta1,88.0,90.0,85.3,84.5,84.9,66.2,0.0133,13.7,48.1,0,0,0,
2026-07-09,13:19:03,maceta2,85.0,86.0,87.0,86.1,86.5,43.8,0.0088,12.1,67.0,0,0,0,
2026-07-09,14:19:09,maceta1,88.0,90.0,85.1,84.2,84.7,60.0,0.0174,13.7,48.1,0,0,0,
2026-07-09,14:19:09,maceta2,85.0,87.0,86.7,85.9,86.3,40.0,0.0115,12.1,67.6,0,0,0,
2026-07-09,15:19:14,maceta1,88.0,90.0,85.0,84.1,84.5,137.9,1.0618,13.7,48.1,1,0,0,
2026-07-09,15:19:14,maceta2,85.0,87.0,86.6,85.6,86.1,10.8,0.0123,12.3,67.0,1,0,0,
2026-07-09,16:19:20,maceta1,89.0,90.0,84.9,84.0,84.4,141.2,3.1501,13.7,48.1,1,0,0,
2026-07-09,16:19:20,maceta2,86.0,88.0,86.3,85.4,85.8,1570.4,2.1949,15.0,65.5,1,0,0,
2026-07-09,17:19:25,maceta1,89.0,91.0,84.6,83.7,84.2,133.8,5.2378,13.7,48.1,1,0,0,
2026-07-09,17:19:25,maceta2,86.0,88.0,86.2,85.2,85.7,8.3,3.2875,15.6,64.8,1,0,0,
2026-07-09,18:19:31,maceta1,90.0,91.0,84.4,83.6,84.0,126.2,7.325,13.7,48.1,1,0,0,
2026-07-09,18:19:31,maceta2,86.0,89.0,86.1,85.0,85.5,1529.6,5.4681,15.4,65.9,1,0,0,
2026-07-09,19:19:37,maceta1,90.0,91.0,84.2,83.4,83.8,125.4,9.4125,13.7,48.1,1,0,0,
2026-07-09,19:19:37,maceta2,87.0,89.0,85.8,84.8,85.3,1531.7,7.6497,15.8,65.4,1,0,0,
2026-07-09,20:19:43,maceta1,90.0,92.0,84.1,83.2,83.7,126.7,11.4999,13.7,48.1,1,0,0,
2026-07-09,20:19:43,maceta2,87.0,89.0,85.6,84.6,85.1,1612.9,9.8363,15.8,65.0,1,0,0,
2026-07-09,21:19:49,maceta1,91.0,92.0,83.9,83.0,83.5,122.5,13.5869,13.7,48.1,0,0,0,
2026-07-09,21:19:49,maceta2,88.0,90.0,85.4,84.4,84.9,1562.9,12.0214,16.0,63.4,1,0,0,
2026-07-09,22:19:54,maceta1,91.0,92.0,83.7,82.9,83.3,126.7,14.6305,13.7,48.1,0,0,0,
2026-07-09,22:19:54,maceta2,88.0,90.0,85.1,84.2,84.6,1579.6,14.2051,16.0,59.4,0,0,0,
2026-07-09,23:20:00,maceta1,91.0,93.0,83.5,82.7,83.1,0.0,14.6305,13.7,48.1,0,0,0,
2026-07-09,23:20:00,maceta2,89.0,91.0,85.0,83.9,84.5,0.0,14.2051,13.7,66.7,0,0,0,
2026-07-10,00:20:05,maceta1,92.0,93.0,83.3,82.4,82.9,0.0,0.0,13.7,48.1,0,0,0,
2026-07-10,00:20:05,maceta2,89.0,91.0,84.7,83.7,84.2,0.0,0.0,12.9,65.0,0,0,0,
2026-07-10,01:20:11,maceta1,92.0,94.0,83.1,82.3,82.7,0.0,0.0,13.7,48.1,0,0,0,
2026-07-10,01:20:11,maceta2,89.0,92.0,84.5,83.4,84.0,0.0,0.0,12.8,62.8,0,0,0,
2026-07-10,02:20:16,maceta1,92.0,94.0,83.0,82.0,82.5,0.0,0.0,13.7,48.1,0,0,0,
2026-07-10,02:20:16,maceta2,90.0,92.0,84.4,83.2,83.8,0.0,0.0,12.7,62.9,0,0,0,
2026-07-10,03:20:22,maceta1,93.0,95.0,82.9,81.8,82.3,0.0,0.0,13.7,48.1,0,0,0,
2026-07-10,03:20:22,maceta2,90.0,92.0,84.3,83.1,83.7,0.0,0.0,12.5,61.3,0,0,0,
2026-07-10,04:20:27,maceta1,93.0,95.0,82.6,81.6,82.1,0.0,0.0,13.7,48.1,0,0,0,
2026-07-10,04:20:27,maceta2,90.0,93.0,84.0,82.8,83.4,0.0,0.0,12.5,60.8,0,0,0,
2026-07-10,05:20:33,maceta1,93.0,95.0,82.4,81.4,81.9,0.0,0.0,13.7,48.1,0,0,0,
2026-07-10,05:20:33,maceta2,91.0,93.0,83.9,82.6,83.3,0.0,0.0,12.2,60.1,0,0,0,
2026-07-10,06:20:38,maceta1,94.0,96.0,82.2,81.2,81.7,0.0,0.0,13.7,48.1,0,0,0,
2026-07-10,06:20:38,maceta2,91.0,93.0,83.7,82.5,83.1,0.0,0.0,12.0,58.5,0,0,0,
2026-07-10,07:20:44,maceta1,94.0,96.0,81.9,81.0,81.5,0.0,0.0,13.7,48.1,0,0,0,
2026-07-10,07:20:44,maceta2,91.0,94.0,83.4,82.2,82.8,0.0,0.0,11.9,57.2,0,0,0,
2026-07-10,08:20:49,maceta1,95.0,97.0,81.6,80.7,81.2,0.0,0.0,13.7,48.1,0,0,0,
2026-07-10,08:20:49,maceta2,92.0,94.0,83.2,82.1,82.6,0.0,0.0,11.7,59.5,0,0,0,
2026-07-10,09:20:54,maceta1,95.0,97.0,81.5,80.6,81.0,14.6,0.0006,13.7,48.1,0,0,0,
2026-07-10,09:20:54,maceta2,92.0,95.0,83.1,81.8,82.4,10.0,0.0004,11.5,56.3,0,0,0,
2026-07-10,10:21:00,maceta1,95.0,97.0,81.4,80.5,80.9,30.4,0.0023,13.7,48.1,0,0,0,
2026-07-10,10:21:00,maceta2,93.0,95.0,82.8,81.7,82.3,20.4,0.0015,11.6,61.0,0,0,0,
2026-07-10,11:21:05,maceta1,96.0,97.0,81.2,80.3,80.8,48.8,0.0053,13.7,48.1,0,0,0,
2026-07-10,11:21:05,maceta2,93.0,95.0,82.6,81.6,82.1,32.1,0.0035,11.8,66.3,0,0,0,
2026-07-10,12:21:11,maceta1,96.0,98.0,81.1,80.1,80.6,60.4,0.0091,13.7,48.1,0,0,0,
2026-07-10,12:21:11,maceta2,94.0,95.0,82.3,81.5,81.9,39.6,0.006,11.9,65.2,0,0,0,
2026-07-10,13:21:16,maceta1,96.0,98.0,80.9,80.0,80.4,66.7,0.0134,13.7,48.1,0,0,0,
2026-07-10,13:21:16,maceta2,94.0,96.0,82.0,81.3,81.7,44.2,0.0089,12.1,63.3,0,0,0,
2026-07-10,14:21:22,maceta1,97.0,98.0,80.6,79.8,80.2,57.1,0.0171,13.7,48.1,0,0,0,
2026-07-10,14:21:22,maceta2,94.0,96.0,81.9,81.2,81.5,38.3,0.0113,12.3,65.5,0,0,0,
2026-07-10,15:21:27,maceta1,97.0,99.0,80.5,79.6,80.0,135.4,1.0616,13.7,48.1,1,0,0,
2026-07-10,15:21:27,maceta2,95.0,96.0,81.7,80.9,81.3,16.2,0.0124,12.5,64.5,1,0,0,
2026-07-10,16:21:33,maceta1,98.0,99.0,80.2,79.3,79.8,140.0,3.1496,13.7,48.1,1,0,0,
2026-07-10,16:21:33,maceta2,95.0,97.0,81.4,80.7,81.1,1634.6,2.1998,15.1,61.8,1,0,0,
2026-07-10,17:21:38,maceta1,98.0,100.0,80.0,79.1,79.5,129.6,5.2372,13.7,48.1,1,0,0,
2026-07-10,17:21:38,maceta2,96.0,97.0,81.2,80.5,80.9,1551.7,4.3846,15.6,63.2,0,0,0,
2026-07-10,18:21:44,maceta1,98.0,100.0,79.8,78.9,79.4,118.8,7.324,13.7,48.1,1,0,0,
2026-07-10,18:21:44,maceta2,96.0,98.0,81.0,80.3,80.6,1607.1,5.4777,13.5,66.1,1,0,0,
2026-07-10,19:21:49,maceta1,99.0,101.0,79.6,78.7,79.1,121.2,9.4107,13.7,48.1,1,0,0,
2026-07-10,19:21:49,maceta2,97.0,98.0,80.8,80.1,80.4,1589.2,7.6631,15.8,61.3,1,0,0,
2026-07-10,20:21:54,maceta1,99.0,101.0,79.3,78.5,78.9,117.9,11.4975,13.7,48.1,1,0,0,
2026-07-10,20:21:54,maceta2,97.0,98.0,80.5,80.0,80.3,1597.5,9.8482,15.6,52.3,1,0,0,
2026-07-10,21:22:00,maceta1,100.0,101.0,79.1,78.2,78.7,121.2,13.5844,13.7,48.1,1,0,0,
2026-07-10,21:22:00,maceta2,97.0,98.0,80.3,79.8,80.1,1580.4,12.032,15.4,52.1,1,0,0,
2026-07-10,22:22:05,maceta1,100.0,102.0,79.0,77.9,78.4,117.5,15.671,13.7,48.1,0,0,0,
2026-07-10,22:22:05,maceta2,98.0,99.0,80.1,79.7,79.9,1520.4,14.2125,15.3,52.2,0,0,0,
2026-07-10,23:22:11,maceta1,101.0,102.0,78.7,77.8,78.2,0.0,15.671,13.7,48.1,0,0,0,
2026-07-10,23:22:11,maceta2,98.0,99.0,79.8,79.5,79.7,0.0,14.2125,13.3,56.6,0,0,0,
2026-07-11,00:22:16,maceta1,101.0,103.0,78.4,77.5,78.0,0.0,0.0,13.7,48.1,0,0,0,
2026-07-11,00:22:16,maceta2,99.0,99.0,79.6,79.4,79.5,0.0,0.0,12.7,60.1,0,0,0,
2026-07-11,01:22:22,maceta1,101.0,103.0,78.3,77.2,77.8,0.0,0.0,13.7,48.1,0,0,0,
2026-07-11,01:22:22,maceta2,99.0,100.0,79.4,79.2,79.3,0.0,0.0,12.6,61.4,0,0,0,
2026-07-11,02:22:27,maceta1,102.0,104.0,78.1,77.0,77.5,0.0,0.0,13.7,48.1,0,0,0,
2026-07-11,02:22:27,maceta2,100.0,100.0,79.2,78.9,79.1,0.0,0.0,12.5,60.5,0,0,0,
2026-07-11,03:22:33,maceta1,102.0,104.0,77.9,76.7,77.3,0.0,0.0,13.7,48.1,0,0,0,
2026-07-11,03:22:33,maceta2,100.0,101.0,78.9,78.7,78.8,0.0,0.0,12.5,60.4,0,0,0,
2026-07-11,04:22:38,maceta1,102.0,104.0,77.8,76.6,77.2,0.0,0.0,13.7,48.1,0,0,0,
2026-07-11,04:22:38,maceta2,100.0,101.0,78.8,78.4,78.6,0.0,0.0,12.3,59.8,0,0,0,
2026-07-11,05:22:43,maceta1,103.0,105.0,77.5,76.5,77.0,0.0,0.0,13.7,48.1,0,0,0,
2026-07-11,05:22:43,maceta2,101.0,101.0,78.6,78.3,78.4,0.0,0.0,12.2,59.6,0,0,0,
2026-07-11,06:22:49,maceta1,103.0,105.0,77.3,76.2,76.7,0.0,0.0,13.7,48.1,0,0,0,
2026-07-11,06:22:49,maceta2,101.0,102.0,78.5,78.1,78.3,0.0,0.0,12.1,59.0,0,0,0,
2026-07-11,07:22:54,maceta1,104.0,106.0,77.0,76.0,76.5,0.0,0.0,13.7,48.1,0,0,0,
2026-07-11,07:22:54,maceta2,101.0,102.0,78.2,77.9,78.1,0.0,0.0,11.9,59.1,0,0,0,
2026-07-11,08:23:00,maceta1,104.0,106.0,76.8,75.8,76.3,0.0,0.0,13.7,48.1,0,0,0,
2026-07-11,08:23:00,maceta2,102.0,102.0,78.0,77.7,77.8,0.0,0.0,11.7,59.0,0,0,0,
2026-07-11,09:23:05,maceta1,104.0,106.0,76.6,75.6,76.1,5.4,0.0003,13.7,48.1,0,0,0,
2026-07-11,09:23:05,maceta2,102.0,103.0,77.8,77.6,77.7,3.8,0.0002,11.5,59.3,0,0,0,
2026-07-11,10:23:11,maceta1,105.0,107.0,76.4,75.4,75.9,10.4,0.0008,13.7,48.1,0,0,0,
2026-07-11,10:23:11,maceta2,103.0,103.0,77.6,77.4,77.5,6.7,0.0006,11.4,59.7,0,0,0,
2026-07-11,11:23:16,maceta1,105.0,107.0,76.2,75.1,75.6,20.0,0.002,13.7,48.1,0,0,0,
2026-07-11,11:23:16,maceta2,103.0,103.0,77.5,77.2,77.4,12.9,0.0013,11.3,60.2,0,0,0,
2026-07-11,12:23:22,maceta1,106.0,108.0,76.0,74.9,75.5,20.0,0.0031,13.7,48.1,0,0,0,
2026-07-11,12:23:22,maceta2,103.0,104.0,77.3,77.0,77.1,12.9,0.002,11.4,60.5,0,0,0,
2026-07-11,13:23:27,maceta1,106.0,108.0,75.9,74.7,75.3,23.3,0.0045,13.7,48.1,0,0,0,
2026-07-11,13:23:27,maceta2,104.0,104.0,77.0,76.7,76.8,15.0,0.0029,11.4,61.2,0,0,0,
2026-07-11,14:23:33,maceta1,106.0,109.0,75.7,74.4,75.1,26.2,0.0062,13.7,48.1,0,0,0,
2026-07-11,14:23:33,maceta2,104.0,105.0,76.7,76.5,76.6,17.1,0.004,11.5,63.3,0,0,0,
2026-07-11,15:23:38,maceta1,106.0,109.0,75.6,74.3,74.9,135.0,1.0512,13.7,48.1,1,0,0,
2026-07-11,15:23:38,maceta2,105.0,105.0,76.5,76.2,76.4,10.8,0.0052,11.6,65.9,1,0,0,
2026-07-11,16:23:44,maceta1,107.0,109.0,75.4,74.0,74.7,140.0,3.1391,13.7,48.1,1,0,0,
2026-07-11,16:23:44,maceta2,105.0,105.0,76.4,76.1,76.2,1566.7,2.1895,14.0,57.1,1,0,0,
2026-07-11,17:23:49,maceta1,107.0,110.0,75.2,73.9,74.6,130.8,5.2267,13.7,48.1,1,0,0,
2026-07-11,17:23:49,maceta2,105.0,106.0,76.1,75.9,76.0,1577.1,4.3743,14.4,56.5,1,0,0,
2026-07-11,18:23:55,maceta1,107.0,110.0,75.1,73.7,74.4,120.8,7.3139,13.7,48.1,1,0,0,
2026-07-11,18:23:55,maceta2,106.0,106.0,75.9,75.7,75.8,2.1,5.4652,14.3,56.5,1,0,0,
2026-07-11,19:24:00,maceta1,108.0,111.0,75.0,73.4,74.2,120.0,9.4007,13.7,48.1,1,0,0,
2026-07-11,19:24:00,maceta2,106.0,107.0,75.8,75.5,75.6,1577.5,7.6485,13.9,56.7,1,0,0,
2026-07-11,20:24:06,maceta1,108.0,111.0,74.7,73.3,74.0,125.0,11.4877,13.7,48.1,1,0,0,
2026-07-11,20:24:06,maceta2,106.0,107.0,75.6,75.4,75.5,1565.0,9.8314,13.7,56.0,1,0,0,
2026-07-11,21:24:12,maceta1,108.0,111.0,74.6,73.0,73.8,125.0,13.575,13.7,48.1,1,0,0,
2026-07-11,21:24:12,maceta2,107.0,107.0,75.5,75.1,75.3,1602.5,12.0166,13.5,55.9,1,0,0,
2026-07-11,22:24:17,maceta1,109.0,112.0,74.5,72.8,73.6,119.6,15.6618,13.7,48.1,0,0,0,
2026-07-11,22:24:17,maceta2,107.0,108.0,75.4,74.9,75.1,1581.7,14.2007,13.5,56.0,0,0,0,
2026-07-11,23:24:24,maceta1,109.0,112.0,74.2,72.5,73.4,0.0,15.6618,13.7,48.1,0,0,0,
2026-07-11,23:24:24,maceta2,107.0,108.0,75.2,74.6,74.9,0.0,14.2007,11.7,59.3,0,0,0,
